scope,line_hit,line_total,line_percent,branch_hit,branch_total,branch_percent,reviewed_line_hit,reviewed_line_total,reviewed_line_percent,reviewed_exclusions
raw_accelerator_rtl,159,173,91.91,0,0,NA,159,159,100.00,14
